id,name,iso2,iso3,flag_url,location,description,primary_category,primary_category_colour,primary_category_icon,primary_value,secondary_category,secondary_category_colour,secondary_category_icon,secondary_value,colour1,colour2,colour3,colour4,colour5,colour1_url,colour2_url,colour3_url,colour4_url,colour5_url,symbol1,symbol2,symbol3,symbol1_url,symbol2_url,symbol3_url,pattern1,pattern1_url,points
cape-verde,Cape Verde,CV,CPV,https://clintongreen.github.io/vexx-assets/flags/cv.png,Africa • Western Africa,The circle of stars represents the nation's islands and unity.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Portuguese,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Archipelago,white,navy,red,yellow,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
central-african-republic,Central African Republic,CF,CAF,https://clintongreen.github.io/vexx-assets/flags/cf.png,Africa • Middle Africa,The red stripe represents unity while the star symbolizes hope for the future.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"622,984 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.3 million,yellow,navy,green,white,red,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
chad,Chad,TD,TCD,https://clintongreen.github.io/vexx-assets/flags/td.png,Africa • Middle Africa,"The blue, yellow and red tricolour represents the sky, desert and sacrifice.",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,20.3 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,navy,red,yellow,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,6
chile,Chile,CL,CHL,https://clintongreen.github.io/vexx-assets/flags/cl.png,South America • South America,The lone white star symbolizes guidance and national unity.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"756,102 km²",white,navy,red,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
china,China,CN,CHN,https://clintongreen.github.io/vexx-assets/flags/cn.png,Asia • Eastern Asia,The large star represents national leadership while the four smaller stars symbolize the people.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Chinese,yellow,red,,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
colombia,Colombia,CO,COL,https://clintongreen.github.io/vexx-assets/flags/co.png,South America • South America,"The yellow, blue and red tricolour represents wealth, the seas and the struggle for independence.",Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Spanish,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,yellow,navy,red,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
comoros,Comoros,KM,COM,https://clintongreen.github.io/vexx-assets/flags/km.png,Africa • Eastern Africa,The crescent and four stars represent Islam and the nation's four main islands.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"1,862 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"866,628",white,yellow,red,navy,green,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,crescent,star,,https://clintongreen.github.io/vexx-assets/symbols/crescent.png,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,9
costa-rica,Costa Rica,CR,CRI,https://clintongreen.github.io/vexx-assets/flags/cr.png,North America • Central America,The broad red stripe represents the warmth and vitality of the people.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.1 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,navy,white,red,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
cote-d-ivoire,Côte d’Ivoire,CI,CIV,https://clintongreen.github.io/vexx-assets/flags/ci.png,Africa • Western Africa,"The orange, white and green tricolour represents the land, peace and hope.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"322,463 km²",green,yellow,white,,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,6
croatia,Croatia,HR,HRV,https://clintongreen.github.io/vexx-assets/flags/hr.png,Europe • Southeast Europe,The distinctive chequered shield reflects the nation's historic identity.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Croatian,white,red,yellow,navy,blue,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
cuba,Cuba,CU,CUB,https://clintongreen.github.io/vexx-assets/flags/cu.png,North America • Caribbean,The lone white star symbolizes independence while the triangle represents liberty and equality.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Spanish,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,white,navy,red,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
cyprus,Cyprus,CY,CYP,https://clintongreen.github.io/vexx-assets/flags/cy.png,Europe • Southern Europe,The copper-coloured island symbolizes the nation's name while olive branches represent peace.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"9,251 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,1.4 million,white,green,orange,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/orange.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
czech-republic,Czech Republic,CZ,CZE,https://clintongreen.github.io/vexx-assets/flags/cz.png,Europe • Central Europe,The blue triangle was added to distinguish the flag while symbolizing the nation's regions.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,10.9 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,white,red,navy,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
democratic-republic-of-the-congo,D R Congo,CD,COD,https://clintongreen.github.io/vexx-assets/flags/cd.png,Africa • Middle Africa,The diagonal red stripe symbolizes the struggle for freedom while the star represents hope.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"2,344,858 km²",blue,yellow,red,,,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,diagonal,https://clintongreen.github.io/vexx-assets/patterns/diagonal.png,6
denmark,Denmark,DK,DNK,https://clintongreen.github.io/vexx-assets/flags/blank.png,Europe • Northern Europe,The Nordic cross reflects Christianity and Scandinavian heritage.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Danish,white,red,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
